grid_id,timestamp,real_time_population,real_time_population_growth,traffic_congestion,transit_change,real_time_temp,real_time_rain,event_flag,holiday_flag
5*0*4*9*,2016-11-04 04:00:00.000000,0.140658,0.0,0.1407321872568155,0.0739812002322439,4.5,0.0,0,0
5*0*4*9*,2017-03-03 22:00:00.000000,4.7634,33.54242204496012,0.1420930361027288,0.2472753327398715,22.59358737117772,0.0833333333333333,1,0
5*0*4*9*,2017-04-03 22:00:00.000000,4.858668,33.54242204496012,0.1463558271858106,0.2472753327398715,23.09358737117772,0.0833333333333333,1,0
5*0*4*9*,2026-04-07 01:43:20.230072,8303.916135749952,0.0,0.0,0.0,0.1820085784962554,0.0,0,0
5*0*5*5*,2017-08-03 03:00:00.000000,4.9572,0.0,0.0578068723566043,0.0739812002322439,12.500000000000002,2.5,1,0
5*0*5*5*,2017-08-03 07:00:00.000000,2.3483,-0.5168106995884774,0.0531584182819,-0.0201195180942955,9.0,0.0,0,0
5*0*5*5*,2017-09-03 07:00:00.000000,2.395266,-0.5168106995884774,0.054753170830357,-0.0201195180942955,9.5,0.0,0,0
5*0*5*5*,2026-04-07 01:43:21.382490,6102.326050149155,0.0,0.0,0.0,0.0570442807223901,0.0,0,0
5*0*8*7*,2017-10-02 04:00:00.000000,5.64723,-0.5122198336622498,0.2020135076542154,-0.1438362804695389,5.839745962155615,0.0,0,0
5*0*8*7*,2017-10-05 21:00:00.000000,0.6189,-0.8882145759956651,0.1903249856881905,-0.1102564445671312,4.0,0.0,0,0
5*0*8*7*,2017-11-05 21:00:00.000000,0.631278,-0.8882145759956651,0.1960347352588362,-0.1102564445671312,4.5,0.0,0,0
5*0*8*7*,2026-04-07 01:43:21.206906,8462.735641471778,0.0,0.0,0.0,0.0331749616638649,0.0,0,0
5*0*8*8*,2016-03-04 04:00:00.000000,0.051,0.0,0.1280988108887736,0.0739812002322439,19.5,0.0,0,0
5*0*8*8*,2017-11-06 08:00:00.000000,0.6624,12.248,0.1250906418636534,0.0969247364440418,5.339745962155615,0.0,1,1
5*0*8*8*,2017-12-06 08:00:00.000000,0.675648,12.248,0.128843361119563,0.0969247364440418,5.839745962155615,0.0,1,1
5*0*8*8*,2026-04-07 01:43:20.859169,782.8879514860613,0.0,0.0,0.0,0.0072198395818199,0.0,0,0
5*1*2*4*,2016-02-03 04:00:00.000000,0.298044,0.0,0.0662785230946591,0.0739812002322439,14.5,0.0,1,0
5*1*2*4*,2016-09-02 02:00:00.000000,0.1129,-0.6136208076659821,0.064136438660544,0.067263734453708,5.339745962155615,0.0,0,0
5*1*2*4*,2016-10-02 02:00:00.000000,0.115158,-0.6136208076659821,0.0660605318203603,0.067263734453708,5.839745962155615,0.0,0,0
5*1*2*4*,2026-04-07 01:43:20.230072,686.331468506784,0.0,0.0,0.0,0.0150432895657953,0.0,0,0
5*1*5*8*,2016-07-03 02:00:00.000000,4.867848,0.0,0.0381378027740104,0.0739812002322439,19.366666666666667,0.1666666666666666,1,0
5*1*5*8*,2016-10-06 17:00:00.000000,3.0698,-0.3567597016176348,0.0350172791370921,0.0101933740496718,4.0,0.0,0,1
5*1*5*8*,2016-11-06 17:00:00.000000,3.131196,-0.3567597016176348,0.0360677975112049,0.0101933740496718,4.5,0.0,0,1
