grid_id,timestamp,real_time_population,real_time_population_growth,traffic_congestion,transit_change,real_time_temp,real_time_rain,event_flag,holiday_flag
5*0*0*0*,2016-09-04 00:00:00.000000,1.3311,0.0,0.1100356008780474,0.0739812002322439,9.5,0.0,0,0
5*0*0*0*,2017-06-03 03:00:00.000000,8.2946,5.356015325670499,0.1150810598296091,0.335846224245932,19.0,0.0,1,0
5*0*0*0*,2017-07-03 03:00:00.000000,8.460492,5.356015325670499,0.1185334916244974,0.335846224245932,19.5,0.0,1,0
5*0*0*0*,2026-04-07 01:35:13.633013,85000.0,0.0,0.0,0.0,2.376470588235294,0.0,0,0
5*0*5*5*,2017-08-03 03:00:00.000000,4.9572,0.0,0.0578068723566043,0.0739812002322439,12.500000000000002,2.5,1,0
5*0*5*5*,2017-08-03 07:00:00.000000,2.3483,-0.5168106995884774,0.0531584182819,-0.0201195180942955,9.0,0.0,0,0
5*0*5*5*,2017-09-03 07:00:00.000000,2.395266,-0.5168106995884774,0.054753170830357,-0.0201195180942955,9.5,0.0,0,0
5*0*5*5*,2026-04-07 01:35:16.550071,80000.0,0.0,0.0,0.0,2.5375,0.0,0,0
5*0*8*5*,2016-08-06 10:00:00.000000,4.006356,0.0,0.0374491666769111,0.0739812002322439,13.985714285714288,0.6428571428571429,1,1
5*0*8*5*,2017-01-06 07:00:00.000000,2.5145,-0.359819746422934,0.0346901841422347,0.0210319844776162,14.0,0.0,0,1
5*0*8*5*,2017-02-06 07:00:00.000000,2.56479,-0.359819746422934,0.0357308896665017,0.0210319844776162,14.5,0.0,0,1
5*0*8*5*,2026-04-07 01:35:17.082573,108000.0,0.0,0.0,0.0,1.8703703703703705,0.0,0,0
5*0*8*7*,2017-10-02 04:00:00.000000,5.64723,-0.5122198336622498,0.2020135076542154,-0.1438362804695389,5.839745962155615,0.0,0,0
5*0*8*7*,2017-10-05 21:00:00.000000,0.6189,-0.8882145759956651,0.1903249856881905,-0.1102564445671312,4.0,0.0,0,0
5*0*8*7*,2017-11-05 21:00:00.000000,0.631278,-0.8882145759956651,0.1960347352588362,-0.1102564445671312,4.5,0.0,0,0
5*0*8*7*,2026-04-07 01:35:13.009035,113000.0,0.0,0.0,0.0,1.6902654867256637,0.0,0,0
5*1*5*8*,2016-07-03 02:00:00.000000,4.867848,0.0,0.0381378027740104,0.0739812002322439,19.366666666666667,0.1666666666666666,1,0
5*1*5*8*,2016-10-06 17:00:00.000000,3.0698,-0.3567597016176348,0.0350172791370921,0.0101933740496718,4.0,0.0,0,1
5*1*5*8*,2016-11-06 17:00:00.000000,3.131196,-0.3567597016176348,0.0360677975112049,0.0101933740496718,4.5,0.0,0,1
5*1*5*8*,2026-04-07 01:35:14.532372,863000.0,0.0,0.0,0.0,0.2456546929316338,0.0,0,0
5*1*7*8*,2016-06-01 07:00:00.000000,109.022496,0.0,0.2394310512114445,0.0739812002322439,23.16025403784439,0.0,1,0
5*1*7*8*,2017-11-06 08:00:00.000000,16.3221,-0.8472925991347694,0.1255589921175522,-3.3189459501403715,5.339745962155615,0.0,0,1
5*1*7*8*,2017-12-06 08:00:00.000000,16.648542,-0.8472925991347694,0.1293257618810788,-3.3189459501403715,5.839745962155615,0.0,0,1
5*1*7*8*,2026-04-07 01:35:14.682013,148000.0,0.0,0.0,0.0,1.3716216216216215,0.0,0,0
5*2*0*1*,2016-03-06 03:00:00.000000,18.0901,3065.1186440677966,0.16586661036939,0.7515048735852738,22.660254037844386,0.0,1,1
5*2*0*1*,2016-04-01 23:00:00.000000,0.006018,0.0,0.1488560063231193,0.0739812002322439,23.160254037844386,0.0,0,0
5*2*0*1*,2016-04-06 03:00:00.000000,18.451902,3065.1186440677966,0.1708426086804717,0.7515048735852738,23.160254037844386,0.0,1,1
5*2*0*1*,2026-04-07 01:35:13.450509,287000.0,0.0,0.0,0.0,0.7630662020905923,0.0,0,0
